"territory osp","number","date","name of the organization","TIN","OGRN","part of law","structure of law","result","fact","total"
"УФССП России по Москве","519/25/77000-АП","24.03.2026","ООО МКК ""Луна""","9728109264","1237700707078","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Москве","517/25/77000-АП","13.01.2026","ПАО ""СОВКОМБАНК""","4401116480","1144400000425","ч.1 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Москве","516/25/77000-АП","13.01.2026","Рамонова Диана Ахсарбековна","0","0","ч.2 ст.14.57","230-ФЗ","10000.00","нет данных","нет данных"
"УФССП России по Москве","514/25/77000-АП","13.01.2026","АО ""АЛЬФА-БАНК""","7728168971","1027700067328","ч.1 ст.14.57","230-ФЗ","500000.00","нет данных","нет данных"
"УФССП России по Москве","511/25/77000-АП","13.01.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Москве","510/25/77000-АП","13.01.2026","ООО ПКО ""СКМ""","6315626402","0","ч.1 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Москве","508/25/77000-АП","27.01.2026","ООО МФК ""Экофинанс""","7715450868","1157746230730","ч.1 ст.14.57","230-ФЗ","35000.00","нет данных","нет данных"
"УФССП России по Москве","509/25/77000-АП","13.01.2026","АО ""Банк Русский Стандарт""","7707056547","1027739210630","ч.2 ст.14.57","230-ФЗ","110000.00","нет данных","нет данных"
"УФССП России по Москве","506/25/77000-АП","27.01.2026","АО ""МИКРОКРЕДИТНАЯ КОМПАНИЯ УНИВЕРСАЛЬНОГО ФИНАНСИРОВАНИЯ""","6162089317","1236100023433","ч.1 ст.14.57","230-ФЗ","120000.00","нет данных","нет данных"
"УФССП России по Москве","501/25/77000-АП","27.01.2026","ООО ПКО ""Интел коллект""","5407977286","0","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Москве","495/25/77000-АП","26.01.2026","Представитель ООО МКК ""Рубикон""","2465130359","1152468038568","ч.1 ст.14.57","230-ФЗ","55000.00","нет данных","нет данных"
"УФССП России по Москве","491/25/77000-АП","13.01.2026","Евтухов Виктор Юрьевич","0","0","ч.2 ст.14.57","230-ФЗ","20000.00","нет данных","нет данных"
"УФССП России по Москве","489/25/77000-АП","13.01.2026","НАО ПКО ""СОФТ""","800010872","0","ч.1 ст.14.57","230-ФЗ","110000.00","нет данных","нет данных"
"УФССП России по Москве","478/25/77000-АП","02.02.2026","Карзакова Ангелина Валерьевна","0","0","ч.2 ст.14.57","230-ФЗ","40000.00","нет данных","нет данных"
"УФССП России по Москве","476/25/77000-АП","13.01.2026","Сакинов Артем Эрнстович","0","0","ч.2 ст.14.57","230-ФЗ","20000.00","нет данных","нет данных"
"УФССП России по Москве","472/25/77000-АП","27.01.2026","Журавлев Дмитрий Дмитриевич","0","0","ч.2 ст.14.57","230-ФЗ","20000.00","нет данных","нет данных"
"УФССП России по Москве","469/25/77000-АП","03.02.2026","ООО ""МКК ""КРЕДИТТЕР""","7702463482","1197746100530","ч.1 ст.14.57","230-ФЗ","70000.00","нет данных","нет данных"
"УФССП России по Москве","466/25/77000-АП","13.01.2026","АО ""АЛЬФА-БАНК""","7728168971","1027700067328","ч.1 ст.14.57","230-ФЗ","Дело прекращено","нет данных","нет данных"
"УФССП России по Москве","464/25/77000-АП","16.01.2026","ООО ПКО ""Приоритет""","9723195446","0","ч.4 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Москве","457/25/77000-АП","02.02.2026","ООО МКК ""Кангария""","9201526872","1189204008564","ч.1 ст.14.57","230-ФЗ","130000.00","нет данных","нет данных"
"УФССП России по Москве","449/25/77000-АП","31.03.2026","ООО Симетра","6311191831","1216300047281","ч.6 ст.14.57","230-ФЗ","220000.00","нет данных","нет данных"
"УФССП России по Москве","409/25/77000-АП","26.01.2026","ООО ПКО ""ЮСТИВА""","6316276242","0","ч.1 ст.14.57","230-ФЗ","35000.00","нет данных","нет данных"
"УФССП России по Москве","385/25/77000-АП","30.01.2026","ООО ""Симетра""","6311191831","1216300047281","ч.6 ст.14.57","230-ФЗ","220000.00","нет данных","нет данных"
"УФССП России по Москве","341/25/77000-АП","26.01.2026","ООО МК МАНИ ТРИ","6318072015","0","ч.6 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Москве","305/25/77000-АП","17.03.2026","АО ""ТБанк""","7710140679","1027739642281","ч.1 ст.14.57","230-ФЗ","220000.00","нет данных","нет данных"
"УФССП России по Магаданской области","4/26/49000-АП","24.03.2026","ООО МКК ""Кредиттер""","7702463482","0","ч.1 ст.14.57","230-ФЗ","60000.00","нет данных","нет данных"
"УФССП России по Магаданской области","3/26/49000-АП","25.02.2026","ООО МКК ""Фиксфинанс""","6316288474","0","ч.1 ст.14.57","230-ФЗ","60000.00","нет данных","нет данных"
"УФССП России по Магаданской области","2/26/49000-АП","25.02.2026","ООО ""ПКО ""Ваш Долг""","9726053295","0","ч.6 ст.14.57","230-ФЗ","200000.00","нет данных","нет данных"
"УФССП России по Магаданской области","1/26/49000-АП","16.02.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Липецкой области","2/26/48000-АП","13.05.2026","ООО ""МКК Кангария""","9201526872","1189204008564","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Липецкой области","1/26/48000-АП","14.04.2026","АО ""АЛЬФА-БАНК""","7728168971","1027700067328","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Липецкой области","11/25/48000-АП","16.03.2026","ООО МКК Финмолл","7705954143","1117746509638","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Липецкой области","10/25/48000-АП","17.02.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Ленинградской области","24/26/47000-АП","16.06.2026","АО ""АЛЬФА-БАНК""","7728168971","1027700067328","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Ленинградской области","23/26/47000-АП","16.06.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
